,depth-first,breadth-first,astar,weighted_astar_1.2,weighted_astar_1.5,weighted_astar_2,problem_size
0,,192.0,0.0,0.0,0.0,0.0,6
1,,2908.0,0.0,0.0,0.0,0.0,7
2,,5062.0,0.0,0.0,0.0,0.0,8
3,,20823.0,0.0,0.0,0.0,0.0,9
4,,96233.0,0.0,0.0,0.0,0.0,10
5,,,0.0,0.0,0.0,0.0,20
6,,,0.0,0.0,0.0,0.0,30
7,,,0.0,0.0,0.0,0.0,40
8,,,,0.0,0.0,0.0,45
9,,,,0.0,0.0,0.0,50
